Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2018-01-02,180.4301300048828,180.58926065115682,176.58125044827432,176.71053081977996,18151900
2018-01-03,183.6624298095703,183.77183025132058,180.34065665175146,180.8876588605028,16886600
2018-01-04,183.3242645263672,185.19401176785783,183.09552369646175,183.89114661361708,13880900
2018-01-05,185.83053588867188,185.88025094380615,183.92099822458607,184.57740084814458,13574500
2018-01-08,187.25271606445312,187.86932839923514,185.31335857962668,186.1786068785027,17994700
2018-01-09,186.84494018554688,187.76987381743675,186.07915238045692,187.6704133665121,12393100
2018-01-10,186.8151092529297,186.86483947950143,184.6171758884837,185.92002587677663,10529900
2018-01-11,186.74549865722656,187.37205094891436,186.35762717169243,187.37205094891436,9588600
2018-01-12,178.39132690429688,180.48981505112198,176.43207429053217,177.08847687876028,77551300
2018-01-16,177.41668701171875,180.7583551471833,177.06859057395832,180.5097191703646,36183800
2018-01-17,176.63099670410156,178.34161336797706,174.84081470986732,178.2819279885567,27992400
2018-01-18,178.8189697265625,179.9925240702037,176.11380950584152,177.1580834810262,23304900
2018-01-19,180.30084228515625,181.37495143083498,179.18695806394913,179.86325575220656,26826500
2018-01-22,184.35861206054688,184.37850718922638,179.42568243559705,179.8135539793957,21059500
2018-01-23,188.31689453125,188.51580027719493,184.53762465615375,185.0348966087839,25678800
2018-01-24,185.5321502685547,189.6197259231744,185.50231516838136,188.85392294247964,24334500
2018-01-25,186.4570770263672,187.59085641003327,185.58188875642827,186.9245138506057,17377700
2018-01-26,188.9633331298828,188.9633331298828,185.79073579293234,186.72560944808157,17759200
2018-01-29,184.96527099609375,187.8096671682372,184.61718973505404,187.72016185901578,20453200
2018-01-30,186.0990447998047,187.15325887789336,180.847854360451,186.59631673667937,20858600
2018-01-31,185.8702850341797,188.79424615339425,184.20939875518056,187.3422055683198,43275100
2018-02-01,192.0364990234375,194.25434308952194,186.86487321261328,187.19307455659265,54211300
2018-02-02,189.2418212890625,193.15038689758546,188.9434550694328,190.99221317506777,26677500
2018-02-05,180.27101135253906,189.57000234621697,179.62456392539983,185.91007311607822,33128200
2018-02-06,184.29893493652344,184.75643182577014,176.77024520840723,177.5957184989693,37758500
2018-02-07,179.19691467285156,184.07018894406175,178.96817382237822,183.1452552151757,27601900
2018-02-08,170.64382934570312,180.84784340927845,170.5443688941369,180.02237022298849,38478300
2018-02-09,175.1491241455078,175.93480713720305,166.26783936365715,173.80648383091824,39887600
2018-02-12,175.44747924804688,176.5812585978916,170.90240669810788,176.09392666201117,32092100
2018-02-13,172.2052764892578,175.00989767370407,172.15556143287486,174.6618012258066,21809400
2018-02-14,178.54051208496094,178.8289231175764,172.26494296422754,172.50362377038257,28929700
2018-02-15,178.97811889648438,179.5151659011694,175.87513174824724,179.5151659011694,20922100
2018-02-16,176.3922882080078,178.89854282225932,175.33807421267736,178.01339945112957,20645300
2018-02-20,175.04966735839844,176.97908496331436,174.15458391358837,174.81098653340143,21204900
2018-02-21,176.93930053710938,180.28096849035714,175.43752960667126,175.74585094856405,23200800
2018-02-22,178.01341247558594,179.22675720912773,176.44203134238373,177.72498625543818,18464200
2018-02-23,182.28993225097656,182.38939270436907,178.53055778086502,178.91842926824052,19007300
2018-02-26,183.92100524902344,184.6470332583561,182.22034359412035,183.57292397211063,17599700
2018-02-27,180.46994018554688,183.69225266303633,180.46994018554688,183.44361669159866,15849800
2018-02-28,177.34706115722656,181.88217854554273,177.16803537845917,181.30534130923454,18783000
2018-03-01,174.98004150390625,179.13722737263905,173.45839067869696,178.03328312929756,23201600
2018-03-02,175.6563262939453,176.14365823354785,172.0461425125562,172.34449352095112,20025900
2018-03-05,179.41571044921875,180.1616183615778,174.93032299942564,175.23862917511508,16189300
2018-03-06,178.799072265625,181.38489205842774,178.13272978125246,180.78815974453997,15086800
2018-03-07,182.70765686035156,182.81705729057333,177.098430168735,177.76477272534592,19097300
2018-03-08,181.34512329101562,183.39388120888967,180.45997986507388,182.558468010918,17225900
2018-03-09,184.21937561035156,184.49784670835666,182.2104077141056,182.9065854591184,18526300
2018-03-12,183.7519073486328,185.08460757638733,183.21486037292138,184.2193441494993,15301200
2018-03-13,180.8876495361328,184.97522557549775,180.12184648335642,184.59729403701724,18067500
2018-03-14,183.18504333496094,183.24471354086413,180.857814251523,181.60372217638405,16821700
2018-03-15,182.85682678222656,182.99606230957116,181.19594042906795,182.24021447191964,15614300
2018-03-16,184.0801239013672,184.31881989678985,182.40929746001459,183.48340667611356,24403400
2018-03-19,171.61846923828125,176.20331659067784,169.13210983189555,176.04418594654112,88140100
2018-03-20,167.23255920410156,169.2713773377063,161.06638974619213,166.55627660202813,129851800
2018-03-21,168.4657745361328,172.45388973132677,162.40900640530032,163.9008221129261,106598800
2018-03-22,163.99034118652344,169.3409921634375,162.82672665790943,165.2235810715974,73743000
2018-03-23,158.5203399658203,165.69100763515152,158.1523636060308,164.5373331537956,53609700
2018-03-26,159.1866912841797,160.2210254194953,148.20693350693935,159.94255434664925,126116600
2018-03-27,151.38946533203125,161.96147126279322,149.9274846655286,155.4571460168151,79117000
2018-03-28,152.19505310058594,155.029509309967,149.9772244338265,150.8225776507127,60029200
2018-03-29,158.91815185546875,160.53926315389717,153.29898528841002,154.30346909311942,59434300
2018-04-02,154.54217529296875,158.33138510620466,153.2691603209508,156.94896969867568,36796000
2018-04-03,155.25823974609375,156.5312546495195,149.98715434959365,155.6958414645591,42543900
2018-04-04,154.25376892089844,154.711250628345,149.68880076927937,151.20051178524466,49885600
2018-04-05,158.47061157226562,160.68845525833487,155.79528621882096,160.67850010760847,41449600
2018-04-06,156.34228515625,160.53926128229992,155.954413674247,156.86939216575317,41644800
2018-04-09,157.06829833984375,159.65411834422238,155.1886111254914,156.95891308806515,34915200
2018-04-10,164.1395263671875,165.07440010563298,156.15333968528566,157.06831829563714,57889300
2018-04-11,165.41253662109375,167.72981038395645,162.35927978738982,164.4577678697643,56144600
2018-04-12,162.97589111328125,166.53635981400998,162.21010329739175,166.0689230040336,38263000
2018-04-13,163.62234497070312,164.79589933276014,162.87643714465665,163.68201516870147,19990600
2018-04-16,163.93067932128906,164.87549302843271,162.49853362073875,164.8158228201658,18119400
2018-04-17,167.73977661132812,168.07791789277087,164.75614493275822,164.9252155734796,22743000
2018-04-18,165.4523162841797,167.20270800535715,164.86553905200222,165.96948333780242,20969600
2018-04-19,167.18283081054688,167.41157165176156,164.29864447889048,165.2931883500406,22235000
2018-04-20,165.3727569580078,167.51102025314069,164.9053201152612,166.8745127700123,19119400
2018-04-23,164.93515014648438,167.53091022883308,164.1892422512754,166.35735575796105,23088100
2018-04-24,158.8187255859375,165.19375593882975,157.3269096629819,164.52739813877096,35079900
2018-04-25,158.8187255859375,160.18124593939865,155.3378217657078,159.26626732771692,41083600
2018-04-26,173.20977783203125,175.30826617183115,169.86810955575123,172.2749040917124,77556900
2018-04-27,172.64285278320312,176.13371119681167,171.65826414390546,175.8452849995476,29804700
2018-04-30,171.06155395507812,174.76125854535871,170.77314289599428,172.84178089167716,20750500
2018-05-01,172.91140747070312,173.0705381408899,169.30120816546244,171.06155516250575,26025900
2018-05-02,175.10934448242188,177.1083721751804,173.24953714732248,173.2992673753636,30424500
2018-05-03,173.07052612304688,175.1590591159628,171.18088369074968,174.1744704105649,24026100
2018-05-04,175.6464080810547,176.01438448735624,172.11577401410992,172.1356691423127,17677800
2018-05-07,176.9989776611328,178.52062860174553,176.20333951248034,176.3823653043065,18697200
2018-05-08,177.94378662109375,178.06312702880058,176.14366465235227,177.27744405217223,15577200
2018-05-09,181.66339111328125,182.01147237046354,177.8045559527845,178.68969941041505,23282800
2018-05-10,184.51771545410156,185.11444782195395,181.50424886506948,182.15069628396415,21071400
2018-05-11,185.96975708007812,187.29250220105382,183.175076157628,183.8414338812268,21207800
